"id","flag","explanation"
"0bc8a39e598020ac","/template","Template to use for request"
"c09c408d89688136","/altname","Subject Alternative Name (user to impersonate)"
"6e2aad0e568cda09","/certificate","Path to PFX certificate file"
"ee27b1d9d992dea5","sekurlsa::pth","Pass-the-Hash module that creates a new process with injected credentials. Unlike standard PTH (NTLM), this requests a Kerberos TGT from the KDC using the NTLM hash, enabling Kerberos-based authentication."
"a0d1081ec886a765","/ntlm","NTLM hash (NT hash, not LM). 32 hexadecimal characters. Obtained from sekurlsa::logonpasswords, lsadump::sam, or secretsdump.py."
"6a4181499b3eade1","/run","Program to launch with the new Kerberos context. Default: cmd.exe. Can specify any executable (powershell.exe, mmc.exe, etc.)."
"252c7ca09dc0540d","token::elevate","Impersonates SYSTEM token by duplicating a token from a SYSTEM-level process (lsass.exe, winlogon.exe). Elevates mimikatz to SYSTEM context."
"de5492a776e7b27b","token::elevate /domainadmin","Searches all processes for Domain Admin tokens and impersonates the first one found. Requires DA to be logged in on this machine."
"8a9b09f056a36e8c","token::revert","Reverts to the original process token, undoing any token::elevate impersonation."
"7e609ae429deb592","/csv","Output in CSV format (easier to parse, import into tools)."
"c230bc3f1300d3d5","sekurlsa::ekeys","Extracts Kerberos encryption keys from all logon sessions. Shows AES256, AES128, DES-CBC-MD5, and RC4 (NTLM) keys."
"a00b69473ab98d01","sekurlsa::minidump","Loads a minidump file for offline analysis instead of accessing live LSASS process."
"22c9d1f0abe31546","-delegate-from","Account that will be allowed to delegate (your controlled account)"
"1719721c1f5e083b","-delegate-to","Target computer to configure RBCD on"
"81246a8a0eb96b82","-action write","Write the msDS-AllowedToActOnBehalfOfOtherIdentity attribute"
"0a9bc2f35e77eb24","-action remove","Remove RBCD configuration (cleanup)"
"547730e0743a1091","-spn","Service Principal Name for the target service (cifs/host for file share access)"
"9251de21585f66d4","-impersonate","User to impersonate via S4U"
"db9e7ba8fe2cd842","-hashes","NTLM hash in format :HASH (LM can be empty)"
"27ad14567c5a3a94","/impersonateuser","User to impersonate"
"800198076c2d33fd","/msdsspn","Target service SPN"
"9e6ee9a3484decaa","/altservice","Alternative SPN for the same ticket"
"d8e378e5b1fbf289","monitor","Continuously monitor for new TGTs in LSASS"
"04392fa7edf50b8f","/interval","Check interval in seconds"
"766f5f164a522117","/targetuser","Only show TGTs for specific user"
"efb95860fc73181a","-computer-name","Name for the new machine account (include $ suffix)"
"4250b9f006d447bc","-computer-pass","Password for the machine account"
"14fad2f4754d903c","set object","Modify AD object attribute"
"06a30f66fa56ece2","tgtdeleg","Request forwardable TGT using delegation trick"
"a3907971420b5218","lsadump::sam","Dumps the SAM (Security Account Manager) database containing local user account password hashes. WHY THIS WORKS: SAM stores NTLM hashes for local accounts (Administrator, Guest, local users) encrypted with SYSKEY (stored in SYSTEM registry hive). Mimikatz reads SAM from registry (HKLM\SAM), decrypts using SYSKEY from SYSTEM hive, and extracts NTLM hashes. DOES NOT REQUIRE ACTIVE LOGON SESSIONS: Unlike sekurlsa::logonpasswords which needs users logged in, SAM extraction works with registry data alone."
"dc5a648788b3a3e7","SAM Database Structure","SAM contains: RID (Relative Identifier - last part of SID), Username, NTLM hash (LM hash on old systems), Account metadata (disabled, locked, password age). Located at: C:\Windows\System32\config\SAM (file-based registry hive). Automatically loaded to HKLM\SAM at boot. Administrator always has RID 500, Guest has RID 501."
"79c7a7d08ce13e88","Offline vs Online Extraction","ONLINE (this command): Reads SAM directly from live registry using SYSTEM token. Advantages: Fast, no file transfer. Disadvantages: Requires Mimikatz on target, token elevation needed. OFFLINE: Export registry hives first (reg save HKLM\SAM sam.save && reg save HKLM\SYSTEM system.save), transfer to Kali, parse with: mimikatz 'lsadump::sam /sam:sam.save /system:system.save' OR secretsdump.py -sam sam.save -system system.save LOCAL. Advantage: No Mimikatz on target, bypasses AV."
"85a951449114256a","Output Format","Displays for each account: RID (hex and decimal), Username, NTLM hash (32 hex chars), LM hash (if enabled - deprecated). Example: RID : 000001f4 (500), User : Administrator, NTLM: aad3b435b51404eeaad3b435b51404ee. The first part of NTLM (aad3b435...) is empty LM hash placeholder. Actual NTLM is second half. Use full hash for Pass-the-Hash or crack with Hashcat mode 1000."
"4fe3aa151eedde4d","lsadump::secrets","Dumps LSA (Local Security Authority) Secrets from registry. WHY THIS MATTERS: LSA Secrets contain PLAINTEXT or reversibly-encrypted credentials for: (1) Service accounts running Windows services (SQL Server, IIS, etc.). (2) Scheduled tasks running as specific users. (3) Autologon credentials (if enabled - plaintext domain/local creds). (4) DPAPI Master Keys (decrypt user data). (5) Machine account password (for domain communications). (6) VPN/802.1X credentials. LOCATION: Encrypted in HKLM\SECURITY\Policy\Secrets registry hive. Decrypted using LSA policy key derived from SYSTEM hive."
"25c8d439a8ce69a7","LSA Secrets Categories","Common secret types: (1) _SC_<ServiceName>: Service account password (e.g., _SC_MSSQLSERVER for SQL Server). (2) DefaultPassword: Autologon password if enabled (PLAINTEXT). (3) DPAPI_SYSTEM: DPAPI master keys for SYSTEM account (decrypt system-level protected data). (4) $MACHINE.ACC: Domain computer account password (machine account NTLM hash). (5) L$<string>: Dial-up/VPN credentials. (6) NL$KM: Computer account password for Netlogon (older systems)."
"7e469cb65fc8646c","Service Account Passwords","Services running as domain accounts store passwords in LSA Secrets. Example: Microsoft SQL Server configured to run as CORP\sql_service stores sql_service password in _SC_MSSQLSERVER secret. WHY CRITICAL: Service accounts often have: (1) High privileges (Domain Admin, SQL sysadmin, local admin on multiple servers). (2) Weak passwords (Password1!, Company123!). (3) No password expiration. (4) Rarely monitored for compromise. Extracting service passwords enables lateral movement and privilege escalation."
"75379feb11438d82","Autologon Credentials","Windows Autologon feature stores plaintext credentials in LSA Secrets for automatic login. Secret names: DefaultDomainName, DefaultUserName, DefaultPassword. If enabled (common on kiosks, lab systems, legacy servers), provides immediate domain/local account credentials. Check registry first: reg query ""HKLM\SOFTWARE\Microsoft\Windows NT\CurrentVersion\Winlogon"" /v DefaultPassword. If value exists, lsadump::secrets retrieves plaintext password."
"d324691a76bbe425","lsadump::cache","Dumps cached domain credentials (MS-Cache v2 / DCC2) from registry. WHY CACHED CREDENTIALS EXIST: Domain-joined Windows systems cache domain user credentials locally to enable login when domain controller is unreachable (laptop offline, network down, DC maintenance). By default, Windows caches last 10 domain logons. STORED LOCATION: HKLM\SECURITY\Cache registry hive, encrypted with LSA boot key. HASH FORMAT: MS-Cache v2 (DCC2) = PBKDF2-HMAC-SHA1 with 10240 iterations + username + domain. CANNOT PASS-THE-HASH: Unlike NTLM, MS-Cache hashes are for verification only (offline logon), not network authentication. Must crack hash to obtain plaintext password."
"dec80ca2e0e05983","MS-Cache v2 (DCC2) Format","Hash format: Username:Hash (no domain in hash, domain stored separately). Hash structure: PBKDF2-HMAC-SHA1(10240, UTF-16-LE(Username), MD4(MD4(Password))). Includes: Username in UTF-16 Little Endian format (case-sensitive) + Domain name + Iteration count 10240. Hashcat mode 2100 for cracking. MUCH SLOWER to crack than NTLM due to 10240 iterations (designed to resist brute force)."
"e75b3020b58fb628","Cached Credential Limitations","Windows caches credentials for OFFLINE LOGON only, not network authentication. Limitations: (1) Cannot Pass-the-Hash with cached credentials (offline verification only). (2) Must crack hash to obtain plaintext password. (3) Only interactive logons cached (not service accounts or scheduled tasks). (4) Default limit: 10 cached credentials (configurable via GPO). (5) No cached credentials for local accounts (domain accounts only)."
"3735eb81e2124193","Cache Configuration","Default: 10 cached logons (CachedLogonsCount = 10). GPO: Computer Configuration → Windows Settings → Security Settings → Local Policies → Security Options → 'Interactive logon: Number of previous logons to cache'. Value 0 = disabled (no cache), 1-50 = number of credentials to cache. Check current setting: reg query ""HKLM\SOFTWARE\Microsoft\Windows NT\CurrentVersion\Winlogon"" /v CachedLogonsCount. Highly secure environments may disable caching (value 0)."
"583282347cff57ca","--sam","Dump SAM database if local admin (requires Pwn3d!)"
"8b98a352910e678f","--lsa","Dump LSA secrets if local admin (requires Pwn3d!)"
"67ed6be515251ad1","-save","Save TGS tickets to .ccache files for later use"
"decdf38225d4c0b2","Password","Domain user password (prompted if not provided in command)"
"a675b9e6a1680491","kerberoast","Kerberoasting mode - Request TGS tickets for all discovered SPNs and extract hashes"
"0a646288ad899169","/tgtdeleg","Force RC4 encryption for AES-enabled accounts (see rubeus-kerberoast-aes)"
"f58f373e3b778b86","/spn","Target specific SPN - Syntax: /spn:HTTP/web04.corp.com"
"30b029aa26c502c9","-OutputFormat","Hash format - Options: Hashcat (mode 13100), John. Use Hashcat for consistency."
"4e30ccaf1e79a4e6","Select-Object -ExpandProperty Hash","Extract only hash string (removes metadata for cleaner output)"
"2d0abb43aa427f28","-Q","Query - Search for SPNs matching pattern"
"aacbb7338e7fb32e","*/*","Wildcard pattern - Match all SPNs (protocol/hostname format)"
"221941905e47456c","-T","Target domain - Syntax: -T corp.com (query specific domain)"
"9f038a6d65cf9945","serviceprincipalname","SPN attribute - Format: protocol/hostname (e.g., HTTP/fake.corp.com, MSSQLSvc/fake.corp.com:1433)"
"e06e965c81c8e42e","-Clear","Clear attribute - Removes all values from specified attribute"
"488dac62e2382efb","procdump.exe","Microsoft Sysinternals tool for creating process memory dumps. Legitimate admin tool - often bypasses AV when Mimikatz is blocked. Signed by Microsoft. ADVANTAGE: No AV alerts, forensically cleaner than direct Mimikatz execution. DISADVANTAGE: Requires file transfer (lsass.dmp is 40-200MB). Downloaded from: https://docs.microsoft.com/sysinternals/downloads/procdump"
"851a4a7e7cc3ca27","-accepteula","Automatically accept Sysinternals EULA (no interactive prompt). Required for scripted/automated execution. Without this flag, procdump pauses waiting for EULA acceptance."
"ce70cf567a351808","-ma","Full memory dump (Mini plus All memory). Captures complete process memory including heap, stacks, handles. CRITICAL for credential extraction - partial dumps miss credentials in heap memory. Alternative: -mm (mini dump, smaller but may miss creds)."
"1dc275ddf148b06e","lsass.exe","Local Security Authority Subsystem Service - Windows security process managing authentication. Runs with SYSTEM privileges. Contains: (1) Cleartext passwords (WDigest, if enabled), (2) NTLM hashes (all logged-in users), (3) Kerberos TGTs/TGSs, (4) Cached domain credentials. PID typically ~600-800."
"20b103bde291497b","lsass.dmp","Output filename. Can be any name. OPSEC TIP: Use innocuous names like 'svchost.dmp' or 'update.tmp'. File size: 40-200MB depending on system uptime and logged-in users."
"6caac87bad3690da","HKLM\SAM","HKEY_LOCAL_MACHINE\SAM - Security Account Manager database. Contains local user account information including NTLM password hashes (encrypted with SysKey from SYSTEM hive). Includes: Administrator, Guest, and all local user accounts. Does NOT include domain accounts (those are in NTDS.dit on DC)."
"1e7aa28e82b7d10a","sam.hive","Output filename for SAM database. Can be any name. Typical size: 256KB - 2MB. Contains encrypted hashes for all local accounts on this machine only."
